tweet,rotulo
"Parem de bobagem. Se Ciro conseguir o milagre de duplicar os seus votos... Passando de 9(!) para 18%, quem vai para o segundo turno? Bolsonaro. E se Ciro TRIPLICASSE seus votos? Passado de 9 para 27! Quem iria para o segundo turno? Bolsonaro.  Não sejam linha auxiliar do fascismo",neutro
São 2 tipos de tratamento. Todo brasileiro já sabe que a esquerda pode tudo e a direita nada. Mas isso vai acabar com a reeleição de Bolsonaro.,positivo
"O que houve? Informa aí. A polícia foi cumprir uma ordem porque estava tudo certo no material de campanha?  Acontece muito, né?",positivo
Um mês para eleger Lula,negativo
"Lula 43% Bolsonaro 35% Ciro 27% Tebet 5% Brancos/Nulos 4% Indecisos 2% Pelas contas do Fernando Horta, né, vai dar 116%. Blz então",negativo
"Parem de bobagem. Se Ciro conseguir o milagre de duplicar os seus votos... Passando de 9(!) para 18%, quem vai para o segundo turno? Bolsonaro. E se Ciro TRIPLICASSE seus votos? Passado de 9 para 27! Quem iria para o segundo turno? Bolsonaro.  Não sejam linha auxiliar do fascismo",neutro
Importação do cachorro Lula Ladrão ....kkk,negativo
é assim que vira voto?,positivo
"Tabela de pontos ""Vira Votos para o Ciro Gomes"": ex-Indeciso: 0,5 Pontos ex-Branco/Nulo: 1 Ponto ex-Outro candidato: 1,25 Pontos ex-Lula: 1,5 Pontos ex-Bolsonaro: 2 Pontos #PrefiroCiro #EuVoto12 #RompendoAPolarizacao #RebeldiaDaEsperança #VoteEm1SeLivreDos2 #CiristaSEGUEcirista",negativo
Escancarando  a falta de caráter de Ciro Gomes!  #cirogomesnazista,positivo
"Ciro Gomes deveria tomar o nick dele pessoal de volta de quem está postando por ele. Nossa Senhora, em tamanho disforme em foguetinho dizendo que está crescendo eu JURO DE PÉS JUNTINHOS que não é coisa do Patinhas. Endeusar a mulher corrupta lá de fora. Tá lenha!",positivo
Dra Nise Yamaguchi solta o verbo e desmente Simone Tebet; VEJA VÍDEO ☛,negativo
Evento realizado hoje em Novo Hamburgo RS! Simplesmente abençoados! ✓Encontro de Mulheres pela Vida! #BolsonaroReeleitoEm2022,positivo
"Poxa  @simonetebetbr   Ainda bem que as mulheres não gostam do Bolsonaro. Já pensou se gostassem..??  Na boa, aqui entre nós: Você, no fundo, admira o cara pra caramba. Só não pode confessar, né!?",neutro
"Nada contra a primeira dama, preciso apenas calar a sua voz né senadora  @simonetebetbr",neutro
"Ninguém está acima da lei. Nada contra a primeira-dama fazer campanha, mas tem que ser dentro da lei. Aliás, presidência deve ser lugar de exemplo.",positivo
"Ao som de uma música carnavalesca! Leiam Cantandando   Oh! Columbina pq está tão triste, o q foi q te aconteceu?  - Foi Bolsonaro q deu três pulinhos e o preço da gasolina reduz outravez!!! (Bis)  Chupa  @miriamleitao",positivo
2002 votei Lula 2006 votei Lula 2010 votei Dilma 2014 votei Dilma 2016 fui pra rua 2018 votei Bolsonaro pq ñ tinha opção melhor  Oq o PT fez?  2016 deu as costas pra Dilma 2018 Queria consertar o Brasil  2022 se junta a quem deu o golpe e diz que meu voto é que atrapalha. ,negativo
MEU VÔ ASSISTINDO VÍDEO DO TIAGO SANTINELI MACETANDO O BOLSONARO E ELES RINDO SOCORRO,positivo
"E NAS LADEIRAS DE OLINDA: OLÉ, OLÉ, OLÉ OLÁ!! LULÁ, LULÁ!!!!",positivo
"Bloco ""eu acho é pouco"" hoje pela manhã. Olinda-PE. #LulaNo1ºTurno",positivo
"Tomando uma cervejinha e levando ele no peito,  @LulaOficial",positivo
"Agradeço a todos que está me seguindo e está na corrente lula 2022, vou seguir todos, porém o twite não tá permitindo, quando volta ao normal sigo com prazer.",negativo
"Não tem jeito, eu voto no Ciro Gomes 12  #CiroPresidente12 #CiroCresce",positivo
"O material do Ciro Gomes 12 chegou em Manaus.Hoje fomos para as ruas. A aceitação de  @cirogomes   está muito boa, totalmente diferente de 2018. Ciro Cresce, pude perceber isso nas ruas. #CiroCresce #CiroPresidente12",positivo
"Ciro Gomes deveria tomar o nick dele pessoal de volta de quem está postando por ele. Nossa Senhora, em tamanho disforme em foguetinho dizendo que está crescendo eu JURO DE PÉS JUNTINHOS que não é coisa do Patinhas. Endeusar a mulher corrupta lá de fora. Tá lenha!",positivo
É por isso que eu digo que o feminismo não serve pra porcaria nenhuma! A candidata feminista  @simonetebetbr  deu entrada em um processo pra que o vídeo da primeira-dama fosse tirado do ar. Agora a questão é: qual o problema? Não é uma mulher ocupando lugar de destaque? ,neutro
TSE acatou pedido da Simone Tebet pra tirar este vídeo do ar.,negativo
Olá  @simonetebetbr   Passando pra te desejar boa noite... Ah! Durma bem!,neutro
"Primeira Dama , Michelle Bolsonaro ...",positivo
"Perfeita afirmação.  Alguns petistas estão começando a virar ""bolsoninions"" na mentalidade.  ""Ain, mas se não vota no Lula, no fundo quer o Bolsonaro.""",negativo
"Na eleição passada quando segundo as pesquisas só Ciro venceria Bolsonaro, ninguém fez esse tipo de campanha, voto 12 no primeiro e no segundo turno!!!",positivo
"Linguagem cartorial.. Pago nesta data, em moeda corrente... Ou seja não foi em ouro, em bens,....  Narrativas Narrativas Sobre imóvel da família Bolsonaro.",positivo
"Baixaria: em Manaus, comitiva de Lula ataca apoiadores do presidente Bolsonaro; VEJA VÍDEO",negativo
"Eu topo me unir aos Bolsonaristas quanto ao voto no Álvaro pra evitar Sérgio Moro, que é nosso inimigo comum. Ele foi traíra com Bolsonaro e safado com Lula.",negativo
"Temos que compartilhar ,Lula orgulho internacional",negativo
"Fiz questão de gravar esta fala na @GloboNews no #empauta (agora), sobre @LulaOficial .   #LulaEstadistaDoPlaneta  #LulaNoPrimeiroTurno",positivo
Lula 13 Marcelo Freixo 40  Alessandro Molon 400  Ceciliano poderia renunciar e apoiar o Molon para o bem da esquerda no RJ.,negativo
"Ciro Gomes é um Bolsonaro que diz ser de esquerda, quem ainda não viu irá ver.",neutro
"toda eleição acontece esse delírio de acharem que o ciro gomes tem alguma chance de ir pro segundo turno, parabéns vcs estão levando alguém pro segundo turno sim, mas é bolsonaro mesmo ",neutro
É neste candidato que eu acredito!! Ciro Gomes  ,positivo
"Eu já doei! Colabore você também, para renovarmos juntos a esperança em um Brasil melhor. Ciro Gomes e Ana Paula Matos  https://doarpara.com.br/ciro-gomes",positivo
É por isso que eu digo que o feminismo não serve pra porcaria nenhuma! A candidata feminista  @simonetebetbr  deu entrada em um processo pra que o vídeo da primeira-dama fosse tirado do ar. Agora a questão é: qual o problema? Não é uma mulher ocupando lugar de destaque? ,neutro
Dra Nise Yamaguchi solta o verbo e desmente Simone Tebet; VEJA VÍDEO,negativo
"Simone Tebet cresce desde maio! O autor, que é matemático, aponta cinco condições necessárias para que Tebet chegue ao segundo turno contra Lula Por Paulo Milet https://osdivergentes.com.br/outras-palavras/simone-tebet-cresce-desde-maio/…",negativo
Está nas pesquisas! Só simone tebet ganha de lula no segundo turno! Leia e espalhe! @JairoSiqueira  @freire_roberto  @BrunoMa72106920  @EmanuelConrado4  @antoniofeldmann  @JulioTeles15  @helderbarbalho  @andreacalabi  @AndreiaSadi  @maragabrilli  @PSDBoficial  @Rosane99199577  @RitaSaffi,negativo
Ciro diz que ‘qualquer imbecil’ sabe que Lula e Bolsonaro são pessoas diferentes,negativo
A justiça em Brasília determinou que atiradores de elite promovam a segurança nas manifestações de 7 de setembro.É justa e democrática uma justiça que aponte armas para uma população que clama por liberdade ? O povo na rua gritando por liberdade merece ter armas apontadas pra si?,positivo
Não houve um ato sequer de violência em manifestações de Apoio ao Bolsonaro. Só teve violência da vermelhada.. isso é nojento! Amoral!,positivo
"bolsonaro quer ditadura dos ricos, nós queremos democracia dos pobres! pelo fim do capitalismo e pela revolução brasileira #LeoNosDebates",positivo
"AGREGADOR REGIÃO NORDESTE 03/09/2022  ALAGOAS  Lula 52,2% (-0,3%) Bolsonaro 29,7% (+0,3%)  BAHIA  Lula 56,9% (+0,5%) Bolsonaro 25,0% (+0,3%)  CEARÁ  Lula 48,7% (+0,6%) Bolsonaro 26,8% (+0,2%)  MARANHÃO  Lula 59,9% (=) Bolsonaro 26,7% (+0,1%)",negativo
"Caramba tô ferrado, sou gay, casado com outro homem a 30 anos, não tem mulher aqui em casa nem lava-louças, o que devemos fazer ? Virar hétero e casar com uma mulher pra ela lavar as louças ou contratar uma empregada mulher? O decisão difícil, diz aí Lula o que faremos?",positivo
Eventos que unem os eleitores de cada candidato:  BOLSONARO - Carreata - Passeata - Motociata - Índiociata - Ironciata  LULA - Negociata,negativo
Lula 13,negativo
É um prazer inenarrável votar no Ciro Gomes e ter a consciência limpa de que estou votando no melhor.  Chega de corruptos. #EuVoto12,positivo
Oi  @cirogomes   Passando pra te desejar boa noite.,positivo
A fraude do ensino em SOBRAL-CE,positivo
A fraude do ensino em SOBRAL-CE,positivo
CIRO GOMES E ANTONIO FLEURY FILHO EM CONLUIO DESTRUIRAM UMA INDÚSTRIA DE AUTOMÓVEIS GENUINAMENTE NACIONAL INCLUINDO CARROS ELÉTRICOS QUANDO ELON MUSK ÉRA BEBE. BENEFICIANDO AS MULTINACIONAIS ATÉ HOJE.,positivo
TSE acatando pedido do PT para invadir casa de Sergio Moro. TSE acatando pedido de Simone Tebet para tirar propaganda de Bo,negativo
Quem apoia Moro senador tem que votar Simone Tebet presidente 15. Os 30% q ele tem no Paraná ajudaria Simone a vencer Bolsonaro no estado. Vamos com Simone? A única q n tem projeto pra acabar com Moro? É simples a escolha...,negativo
"Atenção, muita atenção!!!  Não compartilhem este vídeo porque a Simone Stepis po d e ficar com inveja.",negativo
"Olá  @simonetebetbr    tudo bem??  Jamais terá nem 10% da classe, elegância, educação, inteligência e honestidade da nossa primeira dama!  #7DeSetembroVaiSerGigante  #BolsonaroReeleitoEm2022  #SouMulhereVotoemBolsonaro",neutro
Quando vejo quem são os que estão  contra o  @jairbolsonaro  tenho certeza do meu voto   #BolsonaroReeleitoEm2022  #BolsonaroNoPrimeiroTurno,positivo
"Morrendo de rir do  @jairbolsonaro  em sua campanha eleitoral falando que FEZ O PIX HAHAHAHA Ele mente na cara de pau, cara, como pode?",positivo
Bolsominions são um povinho desonesto com ar de superioridade artificial (hipócritas).   Meteram um vídeo com MONARQUISTAS sendo intimidados por COMUNISTAS da UFRGS alegando ser uma prova que a esquerda está intimidando apoiadores de Bolsonaro em 2022.  O vídeo é de 2016.,positivo
A pessoa que vai pra uma passeata de Bolsonaro tem um QI -69,positivo
QUEM TIVER VERGONHA NÃO VOTA NESSE K4N4LHA!! @LulaOficial,positivo
Vejam a sequência gente e td q queríamos,positivo
"LULA ESTÁ DIZENDO AOS 4 VENTOS QUE O BRASIL DEVE DESCULPAS A ELE, QUE ELE FOI INOCENTADO !!! BRASIL ACORDA !!! OS PROCESSOS DELE ESTÃO SUSPENSOS APENAS !! ELE CONTINUA CONDENADO.",negativo
BOMBA ! EXTRA ! FURO !! Sergio Moro elege LULA PRESIDENTE ante da hora e o culpa por dar ordem de busca e apreensão em sua casa.,negativo
BOMBA ! EXTRA ! FURO !! Sergio Moro elege LULA PRESIDENTE ante da hora e o culpa por dar ordem de busca e apreensão em sua casa. QUE AZAR !!!,negativo
Eleição 2022 Presidente:  @cirogomes   Governador:  @Pmcassiosousa   Senador: Rosi de Freitas Dep federal:  @heldersalomao   Dep estadual:  @Camilavaladao50,positivo
"Ciro Gomes é um Bolsonaro que diz ser de esquerda, quem ainda não viu irá ver.  #Eleicoes2022 #CiroPresidente12",neutro
Tô no avião do lado de um cara igual a ciro gomes,positivo
É um prazer inenarrável votar no Ciro Gomes e ter a consciência limpa de que estou votando no melhor.  Chega de corruptos. #EuVoto12,positivo
Oi  @cirogomes   Passando pra te desejar boa noite.,positivo
A fraude do ensino em SOBRAL-CE,positivo
Vamos eleger Simone Tebet para tirar Lula e Bolsonaro!!! Simone Tebet no Segundo Turno!!! #SimonePresidente15 #SimoneTaSubindo #SimoneNoSegundoTurno  #ForaBolsonaro #ForaLula #foracorruPTos,negativo
"“Lula não quer assumir o compromisso, mas o meu governo terá paridade entre homens e mulheres, participação de negros e mais, não teremos ministros envolvidos em corrupção.” Começando o fim de semana com mais um trecho importante da participação de @simonetebetbr no #DebatedaBand",neutro
Quem é Simone Tebet - Cortes da História,negativo
Dra Nise Yamaguchi solta o verbo e desmente Simone Tebet; VEJA VÍDEO - Terra Brasil Notícias,negativo
#BolsonaroNoPrimeiroTurno #VouVotardeVerdeAmarelo #SeteDeSetembroSeráGiganteEuVou   A esquerda está derretendo. Pá de cal em 2022 !! 70 milhões de votos em Bolsonaro ! o lula tem filhos? ele nega.,negativo
Porque os filhos do candidato do PT não candidataram? Porque a fortuna deles não foi investigada? Se vocês sabem me conta.,positivo
"Mano,não aguento mais a cara feia do bolsonaro,puta que pariu",positivo
É Bolsonaro sempre,positivo
"Será que meu YouTube tá pesando que eu sou bolsonarista, toda hora aparece propaganda do Lula, perdi as contas de quantas já foram",negativo
"Presidente Lula, sinto muito, mas vc perdeu feio. Pqp só um triplex, que nem era seu? O alma sebosa e família 51 imóveis e com dinheiro vivo.",negativo
Com Lula para o Brasil brilhar de novo. Desenho do  @joaopedrorecife  #BrasilDaesperança #EquipeLula,negativo
Com Lula para o Brasil brilhar de novo. Desenho do @joaopedrorecife #BrasilDaesperança #EquipeLula,negativo
Eleição 2022 Presidente:  @cirogomes   Governador:  @Pmcassiosousa   Senador: Rosi de Freitas Dep federal:  @heldersalomao   Dep estadual:  @Camilavaladao50,positivo
"Ciro Gomes é igual ao PCO, odeio ter que concordar mas aí só falou verda... https://youtube.com/shorts/76qUtIkG1Pw?feature=share… via  @YouTube",neutro
"A partir do modelo das escolas técnicas do Ceará, vamos criar o programa Minha Escola, Meu Emprego, Meu Negócio. Ele vai ajudar muitos jovens a vencerem o desafio do primeiro emprego.",positivo
"eai galerinha, mais um projeto saindo...  ...agora pra aqueles que se fazem de cego e surdo querendo jogar o cara pra escanteio, ""reparem bem"" nesse projeto dele.  se for pra olhar e copiar, ao menos dêem os créditos. @cirogomes  #Ciro12 #CiroPresidente12",positivo
"Este vídeo/propaganda eleitoral foi proibida, masssss somos #brasileiros e jamais desistimos #Deus #Família #Pátria #Liberdade  @carlacecato  (Instagram) Essa propaganda foi proibida a pedido de Simone Tebet.Não tem problema,divulgamos aqui. Compartilhe com amigos. #bolsonaro22",negativo
"simone tebet é tipo, mulher apoia mulher, menos se essa mulher for indígena ou a dilma",negativo
Simone Tebet diz que clima deve ficar mais hostil com polarização https://otempo.com.br/eleicoes/simone-tebet-diz-que-clima-deve-ficar-mais-hostil-com-polarizacao-1.2727422…,negativo
"A campanha do presidente Bolsonaro gastou R$ 2,9 milhões com a produção de programas eleitorais, já a campanha petista investiu R$ 27,9 milhões com estratégias de marketing para o descondenado. Até na campanha Bolsonaro respeita o dinheiro do contribuinte.",positivo
"O Uber: eu concordo com o Bolsonaro sobre as queimadas, sempre teve e não é agora que vai acontecer algo pra mudar isso. Eu: aham, verdade, nossa  ((medo de morrer",positivo
"A foto de Bolsonaro sendo operado foi feita por Gustavo Bebianno, advogado, que depois seria ministro do governo dele por menos de 30 dias. Acabou demitido a pedido de Carlos Bolsonaro. Um infarto matou Bebianno quase 1 ano depois. O celular dele, desaparecido, guardava segredos.",positivo
"Datafolha: Se todos que desejam votar no Ciro dessem uma chance a ele como 1a opção, ele terminaria o 1o turno na frente de Lula e Bolsonaro.  CIRO: 36,6% Lula: 28,4% Bozo: 22,4% Tebet: 3,6%.  Como Lula não ganha no 1o turno, derrotar Bolsonaro no 1o turno só migrando pra Ciro!",negativo
RODRIGO DIAS 40400 TÁ COM O LULA,negativo
"Dia de encher o tanque do carro, só tenho uma coisa a dizer: obg lula",negativo
Até no mundo espiritual declara vitória no 1o. turno:   1 - Jair Messias BOLSONARO 2 - Ciro Gomes 3 - Descondenado Lula da Silva,neutro
Nosso admirável ⁦ @cirogomes ⁩,positivo
"Com o  @cirogomes  é machismo, com Luiz Inácio é gafe. E aí, Seu Ciro?",positivo
"Esse vídeo é um dos que mais me deixam com nojo das defensoras de mulheres e sua hipocrisia. Tipo a  @simonetebetbr  por exemplo. Do Mula nem se fala né? Deve ser só mais uma ""gafe"" dele. ",neutro
